S|K1|n16|D	(B)⋀¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[B, ¬A], [B, ¬C], [B, ¬D]]	MINIMAL NORMAL FORMS : |  | ( B) ⋀ ( ¬A⋁¬C⋁¬D) | -------------------------------------------------------------------------------------- |
S|K1|n16|O	(B)⋀(A⋀B⋀C⋀D)	true	SATISFIABLE	[[B, A, C, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( B⋀A⋀C⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( B) ⋀ ( A) ⋀ ( C) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( B⋀A⋀C⋀D) | -------------------------------------------------------------------------------------- |
S|K1|n24|D	(D)⋀¬(A⋁B⋁C⋁D)	true	CONTRADICTION		
S|K1|n24|O	(D)⋀(A⋁B⋁C⋁D)	true	SATISFIABLE	[[D]]	DISJUNCTIVE  Normal Forms (DNFs) with 1 literals: | ( D) |  | CONJUCTIVE Normal Forms (CNFs) with 1 literals: | ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( D) | -------------------------------------------------------------------------------------- |
S|K1|n25|D	(D)⋀¬(A⋁B⋁C⋁D)	true	CONTRADICTION		
S|K1|n25|O	(D)⋀(A⋁B⋁C⋁D)	true	SATISFIABLE	[[D]]	DISJUNCTIVE  Normal Forms (DNFs) with 1 literals: | ( D) |  | CONJUCTIVE Normal Forms (CNFs) with 1 literals: | ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( D) | -------------------------------------------------------------------------------------- |
S|K1|n03|D	(A⋀B)⋀¬((A⋁B)⋀C)	true	SATISFIABLE	[[A, B, ¬C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀B⋀¬C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( B) ⋀ ( ¬C) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀¬C) | -------------------------------------------------------------------------------------- |
S|K1|n03|O	(A⋀B)⋀((A⋁B)⋀C)	true	SATISFIABLE	[[A, B, C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀B⋀C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( B) ⋀ ( C) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C) | -------------------------------------------------------------------------------------- |
S|K1|n05|D	(D)⋀¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[D, ¬A], [D, ¬B], [D, ¬C]]	MINIMAL NORMAL FORMS : |  | ( D) ⋀ ( ¬A⋁¬B⋁¬C) | -------------------------------------------------------------------------------------- |
S|K1|n05|O	(D)⋀(A⋀B⋀C⋀D)	true	SATISFIABLE	[[D, A, B, C]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( D⋀A⋀B⋀C) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( D) ⋀ ( A) ⋀ ( B) ⋀ ( C) |  |  | MINIMAL NORMAL FORMS : |  | ( D⋀A⋀B⋀C) | -------------------------------------------------------------------------------------- |
S|K1|n09|D	¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[¬A], [¬B], [¬C], [¬D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) ⋁ ( ¬D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( ¬A⋁¬B⋁¬C⋁¬D) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C⋁¬D) | -------------------------------------------------------------------------------------- |
S|K1|n09|O	A⋀B⋀C⋀D	true	SATISFIABLE	[[A, B, C, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( A⋀B⋀C⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( A) ⋀ ( B) ⋀ ( C) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C⋀D) | -------------------------------------------------------------------------------------- |
S|K1|n13|D	¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[¬A], [¬B], [¬C], [¬D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) ⋁ ( ¬D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( ¬A⋁¬B⋁¬C⋁¬D) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C⋁¬D) | -------------------------------------------------------------------------------------- |
S|K1|n13|O	A⋀B⋀C⋀D	true	SATISFIABLE	[[A, B, C, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( A⋀B⋀C⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( A) ⋀ ( B) ⋀ ( C) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C⋀D) | -------------------------------------------------------------------------------------- |
S|K1|n14|D	(A⋀B)⋀¬(A⋀B⋀C)	true	SATISFIABLE	[[A, B, ¬C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀B⋀¬C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( B) ⋀ ( ¬C) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀¬C) | -------------------------------------------------------------------------------------- |
S|K1|n14|O	(A⋀B)⋀(A⋀B⋀C)	true	SATISFIABLE	[[A, B, C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀B⋀C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( B) ⋀ ( C) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C) | -------------------------------------------------------------------------------------- |
S|K1|n18|D	(C)⋀¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[C, ¬A], [C, ¬B], [C, ¬D]]	MINIMAL NORMAL FORMS : |  | ( C) ⋀ ( ¬A⋁¬B⋁¬D) | -------------------------------------------------------------------------------------- |
S|K1|n18|O	(C)⋀(A⋀B⋀C⋀D)	true	SATISFIABLE	[[C, A, B, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( C⋀A⋀B⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( C) ⋀ ( A) ⋀ ( B) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( C⋀A⋀B⋀D) | -------------------------------------------------------------------------------------- |
S|K1|n20|D	¬((A⋁B)⋀C)	true	SATISFIABLE	[[¬A, ¬B], [¬C]]	MINIMAL NORMAL FORMS : |  | ( ¬A⋀¬B) ⋁ ( ¬C) | -------------------------------------------------------------------------------------- |
S|K1|n20|O	(A⋁B)⋀C	true	SATISFIABLE	[[A, C], [B, C]]	MINIMAL NORMAL FORMS : |  | ( A⋁B) ⋀ ( C) | -------------------------------------------------------------------------------------- |
S|K1|n06|D	¬(A⋀B⋀C)	true	SATISFIABLE	[[¬A], [¬B], [¬C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( ¬A⋁¬B⋁¬C) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C) | -------------------------------------------------------------------------------------- |
S|K1|n06|O	A⋀B⋀C	true	SATISFIABLE	[[A, B, C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀B⋀C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( B) ⋀ ( C) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C) | -------------------------------------------------------------------------------------- |
S|K1|n10|D	¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[¬A], [¬B], [¬C], [¬D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) ⋁ ( ¬D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( ¬A⋁¬B⋁¬C⋁¬D) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C⋁¬D) | -------------------------------------------------------------------------------------- |
S|K1|n10|O	A⋀B⋀C⋀D	true	SATISFIABLE	[[A, B, C, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( A⋀B⋀C⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( A) ⋀ ( B) ⋀ ( C) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C⋀D) | -------------------------------------------------------------------------------------- |
S|K1|n19|D	(A)⋀¬(A⋁B⋁C⋁D)	true	CONTRADICTION		
S|K1|n19|O	(A)⋀(A⋁B⋁C⋁D)	true	SATISFIABLE	[[A]]	DISJUNCTIVE  Normal Forms (DNFs) with 1 literals: | ( A) |  | CONJUCTIVE Normal Forms (CNFs) with 1 literals: | ( A) |  |  | MINIMAL NORMAL FORMS : |  | ( A) | -------------------------------------------------------------------------------------- |
S|K1|n07|D	¬(A⋀B⋀C)	true	SATISFIABLE	[[¬A], [¬B], [¬C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( ¬A⋁¬B⋁¬C) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C) | -------------------------------------------------------------------------------------- |
S|K1|n07|O	A⋀B⋀C	true	SATISFIABLE	[[A, B, C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀B⋀C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( B) ⋀ ( C) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C) | -------------------------------------------------------------------------------------- |
S|K2|n01|D	¬(A⋀B⋀C)	true	SATISFIABLE	[[¬A], [¬B], [¬C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( ¬A⋁¬B⋁¬C) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C) | -------------------------------------------------------------------------------------- |
S|K2|n01|O	A⋀B⋀C	true	SATISFIABLE	[[A, B, C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀B⋀C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( B) ⋀ ( C) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C) | -------------------------------------------------------------------------------------- |
S|K2|n22|D	¬(A⋁B⋁C)	true	SATISFIABLE	[[¬A, ¬B, ¬C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( ¬A⋀¬B⋀¬C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( ¬A) ⋀ ( ¬B) ⋀ ( ¬C) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋀¬B⋀¬C) | -------------------------------------------------------------------------------------- |
S|K2|n22|O	A⋁B⋁C	true	SATISFIABLE	[[A], [B], [C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A) ⋁ ( B) ⋁ ( C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A⋁B⋁C) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋁B⋁C) | -------------------------------------------------------------------------------------- |
S|K2|n23|D	(B)⋀¬(A⋁B)	true	CONTRADICTION		
S|K2|n23|O	(B)⋀(A⋁B)	true	SATISFIABLE	[[B]]	DISJUNCTIVE  Normal Forms (DNFs) with 1 literals: | ( B) |  | CONJUCTIVE Normal Forms (CNFs) with 1 literals: | ( B) |  |  | MINIMAL NORMAL FORMS : |  | ( B) | -------------------------------------------------------------------------------------- |
S|K2|n02|D	¬(A⋀B⋀C)	true	SATISFIABLE	[[¬A], [¬B], [¬C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( ¬A⋁¬B⋁¬C) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C) | -------------------------------------------------------------------------------------- |
S|K2|n02|O	A⋀B⋀C	true	SATISFIABLE	[[A, B, C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀B⋀C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( B) ⋀ ( C) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C) | -------------------------------------------------------------------------------------- |
S|K2|n12|D	¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[¬A], [¬B], [¬C], [¬D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) ⋁ ( ¬D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( ¬A⋁¬B⋁¬C⋁¬D) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C⋁¬D) | -------------------------------------------------------------------------------------- |
S|K2|n12|O	A⋀B⋀C⋀D	true	SATISFIABLE	[[A, B, C, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( A⋀B⋀C⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( A) ⋀ ( B) ⋀ ( C) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C⋀D) | -------------------------------------------------------------------------------------- |
S|K2|n16|D	¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[¬A], [¬B], [¬C], [¬D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) ⋁ ( ¬D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( ¬A⋁¬B⋁¬C⋁¬D) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C⋁¬D) | -------------------------------------------------------------------------------------- |
S|K2|n16|O	A⋀B⋀C⋀D	true	SATISFIABLE	[[A, B, C, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( A⋀B⋀C⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( A) ⋀ ( B) ⋀ ( C) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C⋀D) | -------------------------------------------------------------------------------------- |
S|K2|n24|D	¬(A⋁B⋁C⋁D)	true	SATISFIABLE	[[¬A, ¬B, ¬C, ¬D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( ¬A⋀¬B⋀¬C⋀¬D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( ¬A) ⋀ ( ¬B) ⋀ ( ¬C) ⋀ ( ¬D) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋀¬B⋀¬C⋀¬D) | -------------------------------------------------------------------------------------- |
S|K2|n24|O	A⋁B⋁C⋁D	true	SATISFIABLE	[[A], [B], [C], [D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( A) ⋁ ( B) ⋁ ( C) ⋁ ( D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( A⋁B⋁C⋁D) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋁B⋁C⋁D) | -------------------------------------------------------------------------------------- |
S|K2|n25|D	(A)⋀¬(A⋁B⋁C⋁D)	true	CONTRADICTION		
S|K2|n25|O	(A)⋀(A⋁B⋁C⋁D)	true	SATISFIABLE	[[A]]	DISJUNCTIVE  Normal Forms (DNFs) with 1 literals: | ( A) |  | CONJUCTIVE Normal Forms (CNFs) with 1 literals: | ( A) |  |  | MINIMAL NORMAL FORMS : |  | ( A) | -------------------------------------------------------------------------------------- |
S|K2|n03|D	¬((A⋁B)⋀C)	true	SATISFIABLE	[[¬A, ¬B], [¬C]]	MINIMAL NORMAL FORMS : |  | ( ¬A⋀¬B) ⋁ ( ¬C) | -------------------------------------------------------------------------------------- |
S|K2|n03|O	(A⋁B)⋀C	true	SATISFIABLE	[[A, C], [B, C]]	MINIMAL NORMAL FORMS : |  | ( A⋁B) ⋀ ( C) | -------------------------------------------------------------------------------------- |
S|K2|n05|D	(A)⋀¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[A, ¬B], [A, ¬C], [A, ¬D]]	MINIMAL NORMAL FORMS : |  | ( A) ⋀ ( ¬B⋁¬C⋁¬D) | -------------------------------------------------------------------------------------- |
S|K2|n05|O	(A)⋀(A⋀B⋀C⋀D)	true	SATISFIABLE	[[A, B, C, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( A⋀B⋀C⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( A) ⋀ ( B) ⋀ ( C) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C⋀D) | -------------------------------------------------------------------------------------- |
S|K2|n09|D	¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[¬A], [¬B], [¬C], [¬D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) ⋁ ( ¬D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( ¬A⋁¬B⋁¬C⋁¬D) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C⋁¬D) | -------------------------------------------------------------------------------------- |
S|K2|n09|O	A⋀B⋀C⋀D	true	SATISFIABLE	[[A, B, C, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( A⋀B⋀C⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( A) ⋀ ( B) ⋀ ( C) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C⋀D) | -------------------------------------------------------------------------------------- |
S|K2|n13|D	¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[¬A], [¬B], [¬C], [¬D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) ⋁ ( ¬D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( ¬A⋁¬B⋁¬C⋁¬D) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C⋁¬D) | -------------------------------------------------------------------------------------- |
S|K2|n13|O	A⋀B⋀C⋀D	true	SATISFIABLE	[[A, B, C, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( A⋀B⋀C⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( A) ⋀ ( B) ⋀ ( C) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C⋀D) | -------------------------------------------------------------------------------------- |
S|K2|n14|D	(A⋀C)⋀¬(A⋀B⋀C)	true	SATISFIABLE	[[A, C, ¬B]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀C⋀¬B) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( C) ⋀ ( ¬B) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀C⋀¬B) | -------------------------------------------------------------------------------------- |
S|K2|n14|O	(A⋀C)⋀(A⋀B⋀C)	true	SATISFIABLE	[[A, C, B]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀C⋀B) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( C) ⋀ ( B) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀C⋀B) | -------------------------------------------------------------------------------------- |
S|K2|n18|D	(C)⋀¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[C, ¬A], [C, ¬B], [C, ¬D]]	MINIMAL NORMAL FORMS : |  | ( C) ⋀ ( ¬A⋁¬B⋁¬D) | -------------------------------------------------------------------------------------- |
S|K2|n18|O	(C)⋀(A⋀B⋀C⋀D)	true	SATISFIABLE	[[C, A, B, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( C⋀A⋀B⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( C) ⋀ ( A) ⋀ ( B) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( C⋀A⋀B⋀D) | -------------------------------------------------------------------------------------- |
S|K2|n20|D	¬((A⋁B)⋀C)	true	SATISFIABLE	[[¬A, ¬B], [¬C]]	MINIMAL NORMAL FORMS : |  | ( ¬A⋀¬B) ⋁ ( ¬C) | -------------------------------------------------------------------------------------- |
S|K2|n20|O	(A⋁B)⋀C	true	SATISFIABLE	[[A, C], [B, C]]	MINIMAL NORMAL FORMS : |  | ( A⋁B) ⋀ ( C) | -------------------------------------------------------------------------------------- |
S|K2|n06|D	¬(A⋀B⋀C)	true	SATISFIABLE	[[¬A], [¬B], [¬C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( ¬A⋁¬B⋁¬C) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C) | -------------------------------------------------------------------------------------- |
S|K2|n06|O	A⋀B⋀C	true	SATISFIABLE	[[A, B, C]]	DISJUNCTIVE  Normal Forms (DNFs) with 3 literals: | ( A⋀B⋀C) |  | CONJUCTIVE Normal Forms (CNFs) with 3 literals: | ( A) ⋀ ( B) ⋀ ( C) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C) | -------------------------------------------------------------------------------------- |
S|K2|n10|D	¬(A⋀B⋀C⋀D)	true	SATISFIABLE	[[¬A], [¬B], [¬C], [¬D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( ¬A) ⋁ ( ¬B) ⋁ ( ¬C) ⋁ ( ¬D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( ¬A⋁¬B⋁¬C⋁¬D) |  |  | MINIMAL NORMAL FORMS : |  | ( ¬A⋁¬B⋁¬C⋁¬D) | -------------------------------------------------------------------------------------- |
S|K2|n10|O	A⋀B⋀C⋀D	true	SATISFIABLE	[[A, B, C, D]]	DISJUNCTIVE  Normal Forms (DNFs) with 4 literals: | ( A⋀B⋀C⋀D) |  | CONJUCTIVE Normal Forms (CNFs) with 4 literals: | ( A) ⋀ ( B) ⋀ ( C) ⋀ ( D) |  |  | MINIMAL NORMAL FORMS : |  | ( A⋀B⋀C⋀D) | -------------------------------------------------------------------------------------- |
S|K2|n19|D	(A)⋀¬(A⋁B⋁C⋁D)	true	CONTRADICTION		
S|K2|n19|O	(A)⋀(A⋁B⋁C⋁D)	true	SATISFIABLE	[[A]]	DISJUNCTIVE  Normal Forms (DNFs) with 1 literals: | ( A) |  | CONJUCTIVE Normal Forms (CNFs) with 1 literals: | ( A) |  |  | MINIMAL NORMAL FORMS : |  | ( A) | -------------------------------------------------------------------------------------- |
